1 
48.001 24.427 38.831 21.096 34.55 27.95
57.036 29.251 48.394 26.566 46.1 21.93
10.995 66.753 9.998 64.802 38.78 69.43
64.807 82.066 73.199 73.72 64.35 70.96
7
1.568 28.674 2.258 24.94 15.149 23.857
23.188 7.412 26.177 20.906 38.657 20.578
51.946 13.846 69.657 17.222 70.512 29.997
102.531 20.94 96.801 17.697 99.255 8.514
0.629 39.247 0.001 63.21 5.005 43.474
29.125 48.816 24.789 44.328 38.043 32.236
41.532 37.436 70.48 41.101 65.753 55.077
11.756 13.834 20.081 18.126 21.37 22.49
14.442 51.308 -0.127 36.845 17.38 36.85
55.641 57.116 56.411 68.614 37.93 53.74
26.436 39.305 33.547 39.565 24.3 25.65
20.456 61.635 26.037 68.257 26.82 78.41
49.229 64.031 54.551 64.623 55.32 66.53
5.504 25.283 16.603 28.893 25.99 47.15
74.779 80.15 76.339 84.425 71.72 82.4
105.117 94.283 89.096 79.162 86.1 79.69
62.638 68.566 75.055 79.744 80.3 78.6
28.674 11.538 36.996 17.407 26.83 17.5
29.032 9.332 26.261 10.588 45.54 21.25
44.11 29.62 34.373 34.279 34.63 28.93
82.386 1.176 71.239 22.117 70 22.44
12
1.754 18.741 4.708 20.293 13.255 18.305
34.863 4.397 15.172 30.914 28.333 23.088
64.884 6.714 52.864 22.453 55.247 31.659
70.182 18.359 86.497 15.375 97.504 15.13
112.302 16.008 100.677 21.055 116.052 27.546
30.334 42.857 26.421 37.419 26.845 56.71
52.696 65.263 61.631 33.015 43.54 38.862
70.636 46.806 85.779 38.86 91.024 59.482
106.056 47.371 111.517 57.586 100.825 58.25
15.703 71.129 30.733 79.696 9.087 96.151
49.251 94.873 44.182 78.453 35.648 80.096
57.782 69.751 74.413 68.994 75.363 90.622
20.787 58.174 27.821 81.159 23.09 68.94
66.053 38.242 77.026 60.713 55.67 52.08
4.726 76.345 13.198 87.73 13.35 77.42
42.279 2.447 44.57 4.136 49.61 28.63
65.041 68.242 66.127 68.625 73.72 69.54
57.989 26.82 43.076 31.355 53.12 10.9
63.975 83.621 75.224 85.366 68.44 72.34
78.026 7.012 73.495 0.85 77.67 10.33
31.928 76.002 30.317 69.32 19.28 60.4
20.468 46.517 19.478 45.3 24.42 36.56
48.057 50.101 56.059 75.629 59.34 66.37
28.933 65.077 29.178 61.602 32.6 37.81
23.877 92.015 25.091 90.422 21.88 79.5
17.247 36.209 27.291 15.754 33.09 13.99
39.388 68.78 31.291 74.342 29.29 80.29
2.532 102.203 4.443 106.243 11.39 84.49
65.998 38.43 81.575 41.952 84.42 33.73
78.835 70.275 82.14 67.031 80.12 63.7
86.487 2.828 82.321 25.28 85.03 29.53
41.149 41.702 39.126 66.382 55.09 65.92
52.031 3.789 48.136 3.709 51.2 18.05
9.908 -2.795 26.413 0.392 10.65 14.29
37.128 62.624 42.608 54.212 48.71 62.76
45.46 12.899 60.32 27.758 59.75 32.19
13
1.848 2.765 31.249 30.001 17.466 1.108
44.814 17.81 53.25 16.46 42.037 24.366
69.938 27.806 59.464 0.969 64.924 8.935
95.559 12.446 94.92 5.57 79.236 21.945
107.859 9.033 126.856 7.33 108.991 28.889
19.058 31.572 4.437 60.719 16.729 49.412
35.501 34.376 52.074 63.765 40.981 36.733
85.438 45.659 65.652 34.27 68.119 34.583
110.203 44.885 101.272 37.658 96.531 57.83
20.596 71.954 24.483 87.066 18.93 82.837
53.744 66.35 31.601 65.639 32.436 85.366
77.421 76.807 82.009 71.434 73.756 68.6
102.192 71.475 115.434 66.666 84.028 88.877
68.304 22.679 51.476 36.529 49.67 26.75
20.116 109.539 33.439 104.578 13.95 88.26
15.906 33.303 22.682 35.117 48.35 30.03
87.457 43.604 89.613 40.629 69.99 20.18
13.264 51.668 13.334 46.73 17.13 44.05
35.207 25.382 37.427 23.405 36.79 32.18
18.799 92.145 32.313 90.573 22.69 86.44
22.942 52.71 25.269 69.382 24.61 81.47
95.051 13.618 72.897 18.375 65.35 25.56
34.22 63.344 38.115 59.606 35.14 57.45
106.541 37.145 93.124 25.923 89.24 22.25
65.29 3.651 64.989 14.119 69.28 22.11
46.344 75.547 38.334 69.655 41.12 48.04
7.808 29.617 6.835 31.967 13.83 36.29
12.14 76.825 1.688 87.878 12.91 74.46
80.665 109.74 90.593 93.9 84.13 89.31
59.787 99.421 58.002 106.623 58.84 89.81
76.235 71.344 68.023 70.926 68.52 75.42
42.222 56.669 64.416 70.532 59.31 62.3
42.198 95.409 58.734 87.425 78.93 83.99
94.814 11.473 86.42 14.112 79.24 10.5
39.205 18.894 35.653 19.156 38.1 37.69
74.265 31.186 61.526 15.143 67.06 19.08
49.321 44.62 21.673 33.89 35.41 51.91
16.036 32.24 20.268 30.319 18.5 38.92
34.573 34.973 50.659 54.654 56.11 53.73
14
1.953 19.034 13.078 13.595 19.852 28.459
34.712 22.442 45.936 16.33 25.907 25.775
50.172 0.232 74.171 31.5 63.818 8.718
92.839 11.572 104.002 9.44 105.192 17.036
126.036 2.466 130.234 10.264 110.719 25.851
16.784 54.087 24.246 33.261 27.035 41.298
43.726 47.69 42.74 59.217 55.188 55.79
56.674 52.243 81.962 50.612 66.674 40.945
112.948 47.729 114.124 48.376 89.961 52.787
12.437 73.359 7.416 66.315 6.063 76.55
23.044 67.01 31.777 84.763 24.871 87.155
57.478 89.606 38.607 64.452 52.968 75.303
75.837 75.429 87.536 75.941 58.573 72.478
101.565 77.909 91.869 62.539 115.992 63.453
38.715 -12.899 33.402 5.165 30.94 10.4
33.504 62.589 20.54 71.567 15.6 75.62
36.157 95.642 35.54 81.354 31.63 78.13
92.856 45.225 90.66 54.11 87.08 50.3
24.194 64.83 31.597 61.093 28.96 70.37
65.713 7.096 70.133 7.286 82.33 21.7
83.937 16.794 86.096 26.195 79.35 36.04
83.855 74.989 62.063 84.006 68.88 75.8
23.517 38.803 16.588 41.105 16.89 46.72
80.61 44.955 67.311 44.179 55.49 32.69
90.336 19.521 85.986 19.578 82.28 29.61
79.783 49.772 77.152 39.434 78.99 31.79
21.742 56.825 17.965 61.979 28.29 50.06
49.656 63.057 50.044 71.54 40.88 61.87
66.332 62.797 69.059 64.111 70.38 56.93
39.55 47.016 33.255 27.746 26.12 40.14
63.939 75.113 82.525 78.445 79.27 80.91
74.497 92.209 64.78 68.135 69.31 81.71
71.568 69.034 71.962 84.007 77.62 83.92
33.697 18.264 23.042 19.182 27.28 27.89
50.21 79.984 47.408 75.068 26.31 87.4
40.648 -1.528 55.789 8.741 49.36 14.42
63.786 39.309 57.697 40.079 51.8 33.08
37.334 41.536 32.271 37.971 36.97 21.31
48.941 82.199 50.379 76.595 49.92 81.28
40.651 36.691 31.034 51.084 27.32 46.13
19.058 -7.524 25.726 2.266 13.64 16
4.223 72.725 11.987 84.747 13.89 87.33
20
32.17 13.136 20.328 28.979 25.098 9.107
41.038 14.883 40.526 1.075 55.436 24.143
70.714 20.911 85.864 23.635 67.217 3.77
116.532 21.652 113.081 10.219 88.481 10.892
135.717 16.31 145.742 20.578 149.107 30.363
32.342 60.225 23.085 32.288 7.939 58.718
49.126 43.897 43.548 53.089 52.841 35.724
58.203 62.185 75 64.027 70.117 63.463
81.146 48.57 104.943 45.488 88.886 56.708
108.626 49.744 111.067 32.524 126.019 34.849
154.643 57.495 142.995 35.229 144.786 50.056
11.152 87.793 14.918 89.755 14.978 65.618
29.726 71.382 40.169 84.372 42.741 83.901
47.782 67.833 64.944 75.974 60.46 88.519
67.616 71.82 88.868 82.333 67.892 68.807
102.841 81.926 117.836 81.532 115.966 97.359
129.172 91.761 145.034 66.966 123.808 73.188
11.89 121.688 12.126 113.072 1.439 107.825
25.919 108.212 21.409 126.696 31.892 113.787
41.066 110.776 47.361 126.5 46.537 129.233
34.56 19.503 46.795 17.674 33.35 16.73
49.792 73.244 44.025 86.025 42.85 88.65
73.263 98.334 75.118 85.704 73.46 86.43
91.142 30.403 89.006 28.542 82.75 12.9
79.486 65.744 67.479 67.821 76.81 64.75
94.824 0.006 91.381 -7.324 85.98 12.04
82.549 86.769 75.775 84.597 64.84 79.22
29.061 103.476 30.316 91.388 37.47 84.85
63.914 72.491 69.041 73.827 79.92 61.65
52.627 76.27 27.206 79.026 24.11 86.98
4.51 83.962 18.703 74.886 14.64 81.85
64.395 39.881 72.476 43.867 78.56 59.25
73.878 48.552 94.533 44.854 87.38 51.49
46.291 69.926 56.527 72.607 65.09 75.8
86.523 69.672 99.749 53.494 74.72 48.26
88.294 25.722 96.186 34.447 82.67 42.18
15.671 -3.48 13.438 7.782 13.72 20.15
79.575 10.024 66.439 14.433 76.59 17.63
77.037 54.831 71.366 61.955 80.13 51.01
73.668 95.906 59.767 89.312 60.99 75.22
91.613 63.213 76.231 69.297 80.91 59.81
39.909 32.245 35.859 18.692 39.46 18.93
50.897 28.455 35.736 23.989 36.87 20.89
69.046 104.985 69.499 100.987 57.45 80.33
69.066 34.889 65.519 38.708 66.64 57.26
29.458 26.118 25.421 22.307 25.45 27.52
-7.26 57.094 14.984 69.015 17.23 59.51
52.732 87.635 48.141 76.873 62.25 69.75
25.917 31.69 30.507 29.645 33.96 22.32
91.397 59 91.032 58.49 84.09 73.98
46.262 50.159 54.121 43.835 52.11 55.82
44.74 71.509 49.574 76.304 62 73.38
53.039 44.255 63.132 31.419 39.44 26.81
19.332 47.968 21.12 55.108 14.41 74.99
13.862 14.92 30.592 17.792 31.87 16.27
47.227 74.953 52.813 77.106 66.2 73.53
68.717 -0.001 53.947 18.806 66.95 15.29
38.791 26.867 40.404 26.835 29.9 28.11
92.309 50.879 86.056 47.058 89.9 35.94
31.032 50.368 24.953 58.012 27.82 61.87
20
32.504 28.13 7.466 25.837 28.608 16.418
63.93 11.213 53.874 29.332 40.684 28.635
76.381 4.701 96.967 22.649 91.403 15.367
117.761 29.104 108.918 16.411 123.768 5.485
125.128 30.194 130.994 29.93 127.049 12.488
142.752 22.122 134.252 2.834 146.161 23.337
28.862 62.955 18.513 56.173 0.444 58.754
55.494 53.646 39.834 45.637 50.039 35.786
73.276 56.786 78.091 62.414 84.093 54.116
102.728 41.926 115.69 31.909 86.682 49.616
127.864 39.108 140.904 44.977 118.022 35.272
23.746 90.817 32.611 68.637 0.303 96.313
43.593 68.74 36.83 88.45 65.618 69.63
72.672 66.817 94.424 90.684 89.187 85.766
117.987 65.064 109.543 77.567 95.839 91.329
126.278 93.42 140.075 87.59 123.997 82.707
17.892 107.326 11.634 117.315 31.737 97.811
50.14 112.334 46.594 106.361 33.358 122.068
68.607 100.327 73.455 123.324 60.452 111.138
87.446 102.776 97.507 105.927 88.82 122.295
46.803 27.126 49.26 25.639 59.08 13.62
112.093 42.985 110.321 44.472 88.4 67.35
34.435 53.989 30.74 47.931 41.87 41.91
-6.894 77.625 -4.831 94.336 14.66 73.01
65.944 73.628 61.432 81.446 44.34 86.49
98.704 3.506 95.749 11.514 89.26 22.35
83.82 9.821 93.051 0.854 76.63 17.56
36.188 63.468 23.574 56.848 25.91 54.65
64.28 26.807 78.776 24.961 85.09 37.73
38.979 18.667 41.154 17.117 37.03 12
23.045 93.327 19.152 100.355 37.46 84.7
72.02 93.349 65.645 76.276 68.28 75.2
72.847 85.677 72.289 82.436 55.04 85.99
-2.115 15.402 13.828 27.272 24.15 37.55
2.184 10.359 23.745 15.579 28.87 16.17
54.574 20.411 32.602 28.535 31.25 29
53.119 75.828 59.48 77.657 60.37 74.32
29.644 70.132 30.394 65.973 46.36 82.38
87.515 17.742 84.076 4.931 87.16 26.9
45.309 69.72 45.981 65.856 44.5 57.96
88.283 102.728 77.235 96.557 82.35 86.17
33.259 67.318 40.416 56.911 34.28 70.79
89.647 84.294 97.659 83.583 82.59 85.64
72.815 93.19 80.451 92.298 79.81 85.71
79.329 17.645 75.647 15.999 64.91 21.7
110.594 30.548 97.672 22.528 83.59 12.84
40.258 74.144 45.745 73.724 55.68 60.13
36.156 29.365 19.064 34.409 26.12 22.18
101.464 84.843 92.675 97.561 87.6 77.98
27.292 44.423 23.941 37.495 40.58 30.06
-3.325 60.393 -8.178 60.251 11.57 57.99
82.918 29.588 82.599 61.272 84.43 45.9
68.434 74.37 66.43 70.744 71.78 56.24
97.804 59.014 85.938 72.028 87.79 73.83
34.801 71.621 30.71 87.34 57.37 63.23
63.287 92.957 62.407 108.452 72.43 84.62
62.354 63.262 54.894 41.619 60.1 34.3
94.522 67.568 61.716 82.26 57.6 88.7
30.751 71.892 33.842 77.692 50.08 70.23
90.176 17.998 78.67 14.073 82.85 26.14
20
32.686 7.448 24.82 29.894 16.4 6.939
41.801 11.126 61.201 12.721 65.351 31.102
72.395 13.791 95.965 10.542 87.303 31.371
120.975 2.998 124.592 31.376 111.628 5.086
157.287 26.894 145.449 2.296 130.423 7.171
14.971 58.507 28.732 33.688 24.012 47.082
42.644 43.853 42.526 38.581 49.269 57.895
52.882 63.725 66.949 40.027 70.66 37.285
99.327 43.939 80.871 63.344 93.844 52.04
103.683 45.334 125.634 45.696 103.974 64.139
146.124 41.211 147.661 54.817 144.001 39.353
19.095 81.399 11.485 81.945 26.942 68.033
42.924 68.419 49.845 89.248 58.33 82.843
76.769 77.669 88.833 65.194 80.613 84.743
100.736 68.911 93.977 83.791 111.252 69.486
115.138 90.58 123.781 74.698 119.177 82.218
125.619 91.03 138.699 96.343 155.149 74.281
1.797 121.938 17.378 106.492 6.598 101.58
23.634 111.381 38.76 107.299 25.07 128.921
69.53 100.272 70.736 108.728 47.454 122.944
73.176 25.014 63.599 42.8 73.01 58.34
40.838 63.391 40.224 61.904 61.54 45.2
3.462 1.316 12.518 22.066 11.07 23.86
29.352 40.856 26.202 41.422 14.31 37.01
85.755 16.782 83.712 32.555 67.96 22.87
56.809 36.594 64.911 33.783 55.18 24.86
10.898 93.857 19.435 82.264 20.48 81.18
39.133 13.023 36.239 15.842 48.61 32.82
55.335 92.209 63.625 75.379 65.74 78.32
6.505 66.338 19.485 79.05 21.19 72.16
72.013 -4.019 62.869 2.118 51.27 12.92
33.712 69.563 37.234 80.739 65.44 81.64
87.398 9.289 81.209 13.994 82.42 11.03
56.666 28.11 60.895 40.617 73.06 42.69
74.93 43.864 63.435 42.792 60.5 33.79
39.733 28.706 38.683 49.424 19.16 37.96
64.43 4.127 65.601 6.237 51.82 10.66
38.602 68.939 46.638 67.856 52.89 51.65
22.287 24.17 4.087 30.03 22.15 15.63
41.848 -1.71 63.007 16.964 63.91 14.74
30.474 80.786 44.142 78.23 45.04 80.47
56.736 97.531 40.69 94.088 55.2 81.31
82.392 37.624 79.516 25.535 77.82 20.13
52.287 5.835 73.905 7.057 70.03 12.18
55.299 31.833 70.446 23.331 68.39 22.05
49.981 34.723 45.686 35.804 33.09 21.9
1.04 77.092 12.609 75.961 21.38 81.42
31.563 72.032 20.257 65.531 18.76 43.93
62.416 38.984 56.677 26.825 70.66 34.11
59.852 19.454 40.832 10.535 38.91 16.84
9.731 42.946 10.955 34.49 20.21 17.76
56.556 84.608 44.815 95.657 40.89 84.8
47.54 61.555 58.342 73.153 54.89 68.01
41.811 24.825 57.405 22.5 70.7 29.79
8.669 44.333 11.617 48.095 10.13 48.71
99.061 72.689 86.283 58.179 87.83 50.97
66.485 26.157 68.926 14.218 67.93 28.58
103.408 12.584 100.466 22.096 84.68 24.04
59.268 27.07 69.122 30.176 65.48 31.5
73.491 46.878 70.876 44.372 79.22 53.58
5
10 20 15 65 25 5
85 65 75 80 45 50
100 75 115 65 115 30
75 100 60 110 100 120
105 95 105 110 125 110
92.415 48.7 78.469 54.222 82.15 63.52
44.01 41.273 37.752 58.18 43.63 66.27
57.547 15.371 20.522 41.431 49.22 31.36
27.159 105.865 37.145 93.606 30.65 74.04
65.777 96.193 68.756 78.413 51.42 89.57
46.235 124.574 59.863 112.773 56.73 87.97
83.362 32.26 74.047 16.825 80.7 14.43
39.825 61.019 54.645 71.284 48.25 41.55
23.14 71.63 38.14 61.63 63.14 86.63
10.801 -26.816 30.3 5.892 38.39 11.77
8
10 20 15 65 25 5
75 10 90 15 90 41
20 70 5 85 50 85
85 65 75 80 45 50
100 75 115 65 115 30
20 95 45 110 10 110
75 100 60 110 100 120
105 95 105 110 125 110
83.583 112.275 73.318 97.456 81.048 77.930
92.415 48.7 78.469 54.222 82.15 63.52
44.01 41.273 37.752 58.18 43.63 66.27
57.547 15.371 20.522 41.431 49.22 31.36
27.159 105.865 37.145 93.606 30.65 74.04
40.457 31.718 56.056 22.679 54.8 42.64
38.762 41.877 22.627 49.918 20.12 69.76
65.777 96.193 68.756 78.413 51.42 89.57
46.235 124.574 59.863 112.773 56.73 87.97
83.362 32.26 74.047 16.825 80.7 14.43
36.965 28.144 36.845 43.955 32.09 45.5
78.208 34.09 94.442 58.307 80.87 51.92
39.825 61.019 54.645 71.284 48.25 41.55
47.614 102.102 68.733 100.106 49.47 84.17
23.14 71.63 38.14 61.63 63.14 86.63
10.801 -26.816 30.3 5.892 38.39 11.77
3
0 0 6 4 12 0
0 0 8 8 4 0
4 0 3 6 12 0
0 0 6 4 3 0
3 0 6 4 12 0
0 0 6 4 4 0
4 0 6 4 12 0
0 0 8 8 6 4
4 0 3 6 6 4
3
0 0 6 4 12 0
0 0 8 8 4 0
4 0 3 6 12 0
0 0 6 4 5 0
5 0 6 4 12 0
0 0 6 4 4 0
4 0 6 4 12 0
0 0 8 8 6 4
4 0 3 6 6 4
3
0 0 6 4 12 0
0 0 8 8 4 0
4 0 3 6 12 0
0 0 6 4 4 0
4 0 6 4 12 0
0 0 8 8 6 4
4 0 3 6 6 4
0 0 6 4 3 0
3 0 6 4 12 0
5
0 0 10 10 22 0
0 0 10 10 15 0
0 0 15 10 27 0
0 0 6 10 11 0
0 0 15 10 22 0
0 0 10 10 5 0
5 0 10 10 22 0
0 0 10 10 10 0
10 0 10 10 22 0
5 0 10 10 15 0
10 0 10 10 15 0
0 0 15 10 10 0
0 0 15 10 15 0
0 0 6 10 6 0
15 0 15 10 22 0
20
36 20 -7.842 11.583 25.306 41.485
10 22 -17.631 -21.179 -5.646 25.342
24 1 25.971 37.662 58.072 17.824
26 41 -9.58 75.627 15.079 74.252
17 43 2.698 -4.911 4 43.081
25 24 4.479 76.989 26.629 36.897
28 39 1.167 93.157 33.453 63.397
25 20 25.495 48.648 38.597 43.325
22 8 49.525 66.269 61.622 24.704
48 23 62.201 87.399 70.901 35.31
45 9 71.342 30.518 67.222 14.929
30 22 -2.293 69.938 38.305 39.088
27 46 -20.453 67.004 -0.576 77.678
30 24 30.995 84.868 65.255 55.081
28 41 -5.045 64.409 15.384 72.572
38 19 11.522 30.996 20.986 39.965
21 47 17.292 97.022 31.225 76.264
3 22 -44.809 45.585 5.028 59.945
32 46 15.282 43.082 14.818 58.075
42 44 19.557 21.254 26.528 51.044
25 42 30.932 70.457 25.62 42.784
31 22 -31.392 5.869 25.671 24.757
36.112 38.994 -4.025 59.729 37.183 40.683
44 31 -4.562 14.577 35.776 41.068
17 11 -17.542 -10.138 -9.991 11.678
36.103 7.619 29.651 30.321 43.464 27.286
31.479 26.59 14.111 51.776 39.83 35.208
11.986 33.913 -6.032 56.191 9.116 50.669
26.282 15.522 46.378 65.363 41.005 21.784
32.451 9.982 -7.262 55.102 35.239 46.877
21 32 50.255 74.861 51.986 50.325
20 15 -5.887 -11.034 7.471 18.469
42 27 -12.332 10.358 32.195 28.966
13.435 33.769 -17.06 44.677 18.12 58.326
5 39 8.845 88.499 20.915 64.43
37.65 36.848 -1.128 18.241 33.123 46.873
0 3 -42.559 16.478 0.449 15.992
4 18 9.423 51.579 7.309 23.004
34 37 -19.282 14.595 24.426 44.235
10 21 32.106 39.229 15.904 22.068
33 43 -15.508 -1.675 9.161 45.783
47.718 13.695 56.624 40.429 66.389 31.789
34 7 7.458 -39.233 27.047 7.811
51.43 29.496 48.396 52.382 57.764 32.476
7.858 27.397 11.791 78.206 38.234 33.588
40.399 27.98 33.75 75.779 41.719 30.674
28 22 -17.263 0.758 21.386 29.501
16.523 33.192 -7.067 17.589 11.624 34.191
38.728 24.874 26.853 26.603 40.024 33.781
46 23 18.438 39.167 46.89 27.92
14.166 19.574 -29.575 49.165 16.013 26.326
19.995 6.326 23.788 54.437 22.994 6.402
27.186 71.126 8.209 90.228 28.384 75.98
-23.928 21.26 -36.288 -0.005 -29.917 21.637
28 20 11.029 19.946 19.488 28.458
19.298 27.151 -30.946 8.81 17.99 28.664
16 37 -31.237 -0.703 7 37.056
4 29 -45.555 36.761 -17.952 42.931
19.52 21.06 8.638 67.981 22.376 21.978
4 16 -10.916 75.021 28.824 53.533
20
33 34 -13.921 53.809 20.38 67.715
49 27 3.027 -5.961 14.465 32.692
25 32 -2.744 57.985 36.97 72.257
37 49 40.773 111.687 45.473 58.858
19 28 26.623 71.987 59.792 32.114
26 37 -17.422 43.04 13.338 53.753
24 37 3.126 57.719 18.842 66.553
10 42 -10.091 24.074 -15.066 54.476
45 1 29.654 -11.589 28.244 3.87
48 40 91.021 85.936 89.959 41.846
12 23 -27.298 3.362 -15.787 34.306
12 22 -10.211 57.505 20.761 41.084
22 0 9.948 30.393 22.848 26.986
46 37 29.813 88.419 68.811 73.45
30 8 -22.004 21.25 6.554 28.28
37 34 20.343 72.775 30.37 73.446
42 8 27.988 55.304 73.429 29.359
48 21 28.86 68.314 50.617 32.711
46 18 33.485 53.176 75.893 43.047
10 17 -2.456 35.078 6.39 62.858
37 31 17.899 25.6 31.985 34.294
1.874 46.992 -34.353 54.51 -2.887 84.692
42 18 12.999 48.659 36.549 27.554
16 17 -37.22 50.34 15.293 18.87
41 47 23.699 70.784 40.685 71.998
46.183 43.696 39.682 68.409 51.369 61.974
37 31 14.125 16.795 21.699 42.264
13.919 47.718 -25.729 58.715 10.476 66.404
44.74 30.318 60.977 76.808 64.188 47.573
17 37 40 72 36 37
58.414 31.376 53.782 47.763 63.297 32.452
16.771 39.326 -18.3 34.858 12.656 44.989
41.05 22.314 4.081 -0.185 13.527 31.449
9 40 -17.713 66.083 9.405 40.913
15.965 31.26 47.981 69.951 26.584 34.13
27 27 3.161 63.792 29.925 40.691
27 14 52.28 71.635 49.258 22.975
37 33 35.618 54.91 48.584 56.276
19 25 -28.236 44.33 18.453 25.837
24.89 45.142 28.905 61.201 35.688 47.237
16.615 38.895 -22.07 9.225 0.577 47.067
35.506 23.461 13.344 8.803 33.378 32.205
39 47 45.513 79.04 43.579 53.559
30.039 19.793 18.27 25.404 46.993 30.403
